Nub_ID,Color,Number,Colony,Nutrient Level,Tank Level,Assignment,Species,Partial mortality,Blastate Vol (mL),growth.SA,growth.protein,Total Protein per mL,Total Protein (mg),Protein.SA,Chl.a per ml,Total Chl.a,Chl.a.cm2,Chl.c.per ml,Total Chl.c,Chl.c.cm2,Total chl,Zoox/uL,Zoox/mL,Total Zoox,Zoox.cm2,
R027_Poc7_CH_N1.T1,R,27,7,N1,T1,CH,POC,0,10,0.552819373,0.945226044,0.430766828,4.307668278,0.584854148,1.417854,14.17854,1.925027045,1.73252434,17.3252434,2.352256446,4.27728349,247.52,247520,2475200,3.36E+05,
R028_Poc7_TP_N3.T3,R,28,7,N3,T3,TP,POC,0,10,0.473100183,0.480469487,0.423714286,4.237142857,0.984662285,1.66922775,16.6922775,3.87908944,3.491180496,34.91180496,8.11309385,11.99218329,219.387755,219387.755,2193877.55,5.10E+05,
R029_Poc7_CH_N3.T3,R,29,7,N3,T3,CH,POC,0,10,0.399853163,0.504200838,0.529391121,5.293911209,0.793043431,6.953565,69.53565,10.41664438,9.374979945,93.74979945,14.04399501,24.4606394,229.510204,229510.204,2295102.04,3.44E+05,
R030_Poc7_CH_N3.T1,R,30,7,N3,T1,CH,POC,0,10,0.446599774,0.322274427,0.561512571,5.615125714,1.385774781,2.0849475,20.849475,5.145508422,4.63095758,46.3095758,11.42888789,16.57439631,328,328000,3280000,8.09E+05,
R031_Poc7_CH_N4.T1,R,31,7,N4,T1,CH,POC,0,10,0.35147849,0.343001458,0.791359842,7.913598422,1.024714275,8.48248275,84.8248275,10.98377842,9.885400581,98.85400581,12.80038555,23.78416397,415.18,415180,4151800,5.38E+05,
R032_Poc7_TP_N0.T3,R,32,7,N0,T3,TP,POC,0,10,0.453930954,0.498615813,0.580680923,5.806809231,0.910382186,1.20559875,12.0559875,1.890118277,1.701106449,17.01106449,2.666967257,4.557085534,114.6,114600,1146000,1.80E+05,
R033_Poc7_CH_N4.T3,R,33,7,N4,T3,CH,POC,0,10,0.349180258,0.378879546,0.501490703,5.014907033,0.92161285,3.3664065,33.664065,6.186602201,5.567941981,55.67941981,10.23246661,16.41906881,282.56,282560,2825600,5.19E+05,
R034_Poc7_CH_T0,R,34,7,T0,T0,T0,POC,0,10,0,,0.321883912,3.218839121,0.589361006,1.32197925,13.2197925,2.420509355,2.17845842,21.7845842,3.988700265,6.40920962,170.38,170380,1703800,3.12E+05,
R035_Poc7_CH_T0,R,35,7,T0,T0,T0,POC,0,10,0,,0.680647114,6.806471136,1.012770728,1.44653475,14.4653475,2.152375325,1.937137792,19.37137792,2.882369459,5.034744783,147.32,147320,1473200,2.19E+05,
R036_Poc7_CH_N0.T2,R,36,7,N0,T2,CH,POC,0,10,0.598333139,0.594022627,0.319864645,3.198646447,1.007256477,0.86835525,8.6835525,2.734458041,2.461012237,24.61012237,7.749748392,10.48420643,162.6,162600,1626000,5.12E+05,
R037_Poc7_CH_N2.T3,R,37,7,N2,T3,CH,POC,0,10,0.414839329,0.882968623,0.174201231,1.742012308,0.469823409,1.77594525,17.7594525,4.789751763,4.310776587,43.10776587,11.62623102,16.41598279,141.897959,141897.959,1418979.59,3.83E+05,
R038_Poc7_CH_N2.T2,R,38,7,N2,T2,CH,POC,0,10,0.291151469,0.865336249,0.162063055,1.620630549,0.336460503,1.9824675,19.824675,4.115817833,3.704236049,37.04236049,7.690396331,11.80621416,183.34,183340,1833400,3.81E+05,
R039_Poc7_TP_N4.T1,R,39,7,N4,T1,TP,POC,0,10,0.477398877,0.337755239,0.442006857,4.420068571,1.413446253,2.4504585,24.504585,7.836058038,7.052452234,70.52452234,22.55227951,30.38833755,337.469388,337469.388,3374693.88,1.08E+06,
R040_Poc7_CH_N1.T3,R,40,7,N1,T3,CH,POC,0,10,0.611197568,0.611069046,0.473825846,4.738258462,1.000210323,3.00686175,30.0686175,6.347256458,5.712530813,57.12530813,12.05871806,18.40597452,200.918367,200918.367,2009183.67,4.24E+05,
R041_Poc8_TP_N0.T2,R,41,8,N0,T2,TP,POC,0,10,0.39455196,0.5803892,0.420915692,4.209156923,0.679805827,0.94568025,9.4568025,1.52733423,1.374600807,13.74600807,2.220068427,3.747402657,200.265306,200265.306,2002653.06,3.23E+05,
R042_Poc8_TP_N3.T1,R,42,8,N3,T1,TP,POC,0,10,0.573110988,0.579363091,0.671546388,6.715463883,0.989208664,4.25910825,42.5910825,6.273798584,5.646418725,56.46418725,8.317349953,14.59114854,340.5,340500,3405000,5.02E+05,
R043_Poc8_CH_N4.T3,R,43,8,N4,T3,CH,POC,0,14,0.336354848,0.321333562,0.482697802,6.757769231,1.046746707,4.95179475,69.3251265,10.73813642,9.664322774,135.3005188,20.95741475,31.69555116,320.469388,320469.388,4486571.432,6.95E+05,
R044_Poc8_CH_T0,R,44,8,T0,T0,T0,POC,0,10,0,,0.700735304,7.00735304,0.780978533,3.1817565,31.817565,3.546108652,3.191497786,31.91497786,3.556965441,7.103074093,308.204082,308204.082,3082040.82,3.43E+05,
R045_Poc8_CH_N2.T2,R,45,8,N2,T2,CH,POC,0,10,0.473398186,0.552427724,0.720667458,7.206674579,0.856941398,6.1650045,61.650045,7.330770272,6.597693245,65.97693245,7.845277891,15.17604816,265.163265,265163.265,2651632.65,3.15E+05,
R046_Poc8_CH_N4.T1,R,46,8,N4,T1,CH,POC,0,10,0.156834081,0.278522419,0.82834878,8.283487802,0.563093201,9.650397,96.50397,6.560126689,5.90411402,59.0411402,4.01348628,10.57361297,489.795918,489795.918,4897959.18,3.33E+05,
R047_Poc8_TP_N4.T1,R,47,8,N4,T1,TP,POC,0,10,0.442156624,0.365062843,0.743546828,7.435468278,1.21117948,4.40246175,44.0246175,7.171264989,6.45413849,64.5413849,10.51328552,17.68455051,449.469388,449469.388,4494693.88,7.32E+05,
R048_Poc8_CH_N3.T2,R,48,8,N3,T2,CH,POC,0,10,0.271522693,0.493521765,0.339162864,3.391628645,0.550173696,2.47979775,24.7979775,4.022608709,3.620347838,36.20347838,5.872754237,9.895362946,263.346939,263346.939,2633469.39,4.27E+05,
R049_Poc8_CH_N1.T2,R,49,8,N1,T2,CH,POC,0,10,0.71695481,0.853100114,1.071232426,10.71232426,0.840411106,11.62443225,116.2443225,9.119684702,8.207716232,82.07716232,6.439177635,15.55886234,312.387755,312387.755,3123877.55,2.45E+05,
R050_Poc8_CH_N4.T2,R,50,8,N4,T2,CH,POC,0,10,0.680218542,0.432068943,0.607286286,6.072862857,1.574328709,7.224498,72.24498,18.72878555,16.85590699,168.5590699,43.69724614,62.42603168,228.26,228260,2282600,5.92E+05,
R051_Poc8_CH_T0,R,51,8,T0,T0,T0,POC,0,10,0,,1.130791637,11.30791637,0.792776095,8.99505525,89.9505525,6.306258859,5.675632973,56.75632973,3.97907625,10.28533511,389.44898,389448.98,3894489.8,2.73E+05,
R052_Poc8_CH_N0.T3,R,52,8,N0,T3,CH,POC,0,10,0.587938954,0.612638427,1.085523669,10.85523669,0.959683441,4.26030825,42.6030825,3.766428497,3.389785647,33.89785647,2.996821946,6.763250443,202.102041,202102.041,2021020.41,1.79E+05,
R053_Poc8_CH_N1.T1,R,53,8,N1,T1,CH,POC,0,10,0.311092634,0.528414621,0.684900718,6.849007179,0.588728286,3.9603945,39.603945,3.404283578,3.06385522,30.6385522,2.633634607,6.037918185,283.795918,283795.918,2837959.18,2.44E+05,
R054_Poc8_CH_N3.T1,R,54,8,N3,T1,CH,POC,2,10,0.37316963,1.584621881,0.142749234,1.427492336,0.235494432,0.25764225,2.5764225,0.425034264,0.382530837,3.825308375,0.631063861,1.056098124,37.530612,37530.612,375306.12,6.19E+04,
R055_Poc8_CH_N2.T3,R,55,8,N2,T3,CH,POC,0,10,0.2875686,0.257051186,0.897552286,8.975522857,1.118721156,10.3545375,103.545375,12.90603382,11.61543044,116.1543044,14.47762762,27.38366145,288.142857,288142.857,2881428.57,3.59E+05,
R056_Poc8_CH_N3.T3,R,56,8,N3,T3,CH,POC,0,15,0.174914856,0.321065253,0.479054212,7.185813187,0.544795347,9.5431785,143.1476775,10.85279935,9.767519413,146.5127912,11.10792681,21.96072616,349.36,349360,5240400,3.97E+05,
R057_Poc8_CH_N1.T3,R,57,8,N1,T3,CH,POC,0,10,0.370970467,0.676074869,0.702619011,7.02619011,0.548712108,6.808437,68.08437,5.317066235,4.785359612,47.85359612,3.737138791,9.054205026,257,257000,2570000,2.01E+05,
R058_Poc8_CH_N0.T1,R,58,8,N0,T1,CH,POC,0,15,0.400169556,0.325391919,0.528314143,7.924712143,1.229807911,1.731231,25.968465,4.029953784,3.626958406,54.40437609,8.442821756,12.47277554,228.55102,228551.02,3428265.3,5.32E+05,
R059_Poc8_CH_N2.T1,R,59,8,N2,T1,CH,POC,0,10,0.32679568,0.463417653,0.595487571,5.954875714,0.705186084,7.85085525,78.5085525,9.297110698,8.367399629,83.67399629,9.908810967,19.20592167,260.96,260960,2609600,3.09E+05,
R060_Poc8_CH_N0.T2,R,60,8,N0,T2,CH,POC,0,10,0.522783763,0.603673281,0.569555198,5.695551978,0.866004476,1.4553735,14.553735,2.212884669,1.991596202,19.91596202,3.028207331,5.241091999,137.367347,137367.347,1373673.47,2.09E+05,
G121_Por2_CH_N1.T2,G,121,2,N1,T2,CH,POR,0,15,1.477100751,0.930021102,1.115629349,16.73444024,1.58824434,12.44537625,186.6806438,17.71762136,15.94585923,239.1878884,22.70101686,40.41863823,,,,,
G122_Por2_CH_N2.T3,G,122,2,N2,T3,CH,POR,0,15,0.67002237,0.612234236,0.541900659,8.12850989,1.094388929,6.2305125,93.4576875,12.58275624,11.32448062,169.8672092,22.870218,35.45297424,267.2,267200,4008000,5.40E+05,
G123_Por2_CH_N0.T3,G,123,2,N0,T3,CH,POR,2,20,-0.363473701,-0.409757538,0.391992879,7.839857582,0.887045796,3.667104,73.34208,8.298337448,7.468503703,149.3700741,16.90057439,25.19891184,355.30612,355306.12,7106122.4,8.04E+05,
G124_Por2_CH_N1.T1,G,124,2,N1,T1,CH,POR,0,15,0.678154841,0.720526203,0.51487648,7.7231472,0.941193864,7.44324225,111.6486338,13.6062419,12.24561771,183.6842657,22.38498106,35.99122296,839.4,839400,12591000,1.53E+06,
G125_Por2_CH_N4.T2,G,125,2,N4,T2,CH,POR,0,15,0.343396544,0.300117404,0.69341716,10.4012574,1.144207363,6.149478,92.24217,10.14725105,9.132525947,136.9878892,15.06957721,25.21682826,316.53061,316530.61,4747959.15,5.22E+05,
G126_Por2_CH_N2.T2,G,126,2,N2,T2,CH,POR,0,15,0.487999088,0.604872043,0.518584205,7.778763077,0.806780697,7.057521,105.862815,10.97964739,9.881682651,148.2252398,15.3733005,26.35294789,266,266000,3990000,4.14E+05,
G127_Por2_CH_N4.T3,G,127,2,N4,T3,CH,POR,2,15,0.699572446,0.865370546,0.40429568,6.0644352,0.808407969,5.273916,79.10874,10.54543972,9.490895751,142.3634363,18.97748638,29.5229261,778.2,778200,11673000,1.56E+06,
G128_Por2_CH_N0.T1,G,128,2,N0,T1,CH,POR,2,15,1.166227547,1.180357118,0.250413013,3.7561952,0.98802941,3.07077225,46.06158375,12.11603684,10.90443315,163.5664973,43.0245238,55.14056064,464.8,464800,6972000,1.83E+06,
G129_Por2_CH_N3.T2,G,129,2,N3,T2,CH,POR,0,15,0.475109983,0.449200856,0.550576923,8.258653846,1.057678267,4.61516925,69.22753875,8.865907759,7.979316983,119.6897547,15.32855774,24.1944655,268.36735,268367.35,4025510.25,5.16E+05,
G130_Por2_CH_N4.T1,G,130,2,N4,T1,CH,POR,0,15,0.755652882,0.585946589,0.48900272,7.3350408,1.289627581,6.90010875,103.5016313,18.19738458,16.37764612,245.6646918,43.19211996,61.38950454,616,616000,9240000,1.62E+06,
G131_Por2_CH_T0,G,131,2,T0,T0,T0,POR,0,15,0,,0.197467094,2.962006403,0.558896387,1.60642875,24.09643125,4.54671818,4.092046362,61.38069543,11.58182807,16.12854625,373,373000,5595000,1.06E+06,
G132_Por2_CH_N3.T3,G,132,2,N3,T3,CH,POR,0,15,0.771329525,0.632033153,0.448577993,6.72866989,1.22039409,5.7046185,85.5692775,15.51989357,13.96790421,209.5185632,38.00085612,53.52074969,781.8,781800,11727000,2.13E+06,
G133_Por2_CH_T0,G,133,2,T0,T0,T0,POR,0,15,0,,0.275402949,4.131044237,0.839801,2.376042,35.64063,7.245392445,6.5208532,97.812798,19.88438778,27.12978022,384.8,384800,5772000,1.17E+06,
G134_Por2_CH_N3.T1,G,134,2,N3,T1,CH,POR,0,15,0.633645154,0.604595008,0.304307733,4.564616,1.048048935,2.3507355,35.2610325,8.096034269,7.286430842,109.2964626,25.09478152,33.19081579,295.4,295400,4431000,1.02E+06,
G135_Por2_CH_N0.T2,G,135,2,N0,T2,CH,POR,0,15,0.690188696,0.694176369,0.391038462,5.865576923,0.994255533,2.31835875,34.77538125,5.894665721,5.305199149,79.57798724,13.48901483,19.38368055,348,348000,5220000,8.85E+05,
G136_Por2_TP_N3.T1,G,136,2,N3,T1,TP,POR,0,15,0.703147909,0.507520247,0.445710103,6.685651538,1.385457848,4.86225,72.93375,15.11395498,13.60255948,204.0383922,42.28257937,57.39653435,826.12245,826122.45,12391836.75,2.57E+06,
G137_Por2_TP_N4.T3,G,137,2,N4,T3,TP,POR,1,15,0.549776402,0.563154926,0.41238233,6.185734945,0.976243617,5.519241,82.788615,13.06584548,11.75926093,176.388914,27.83801004,40.90385552,794.28571,794285.71,11914285.65,1.88E+06,
G138_Por2_CH_N1.T3,G,138,2,N1,T3,CH,POR,0,15,0.887813861,0.803603305,0.281489011,4.222335165,1.104791202,3.045021,45.675315,11.9511323,10.75601907,161.3402861,42.21534333,54.16647563,303.46939,303469.39,4552040.85,1.19E+06,
G139_Por2_TP_N0.T2,G,139,2,N0,T2,TP,POR,0,15,1.045159595,0.95329784,0.474585846,7.118787692,1.096362072,3.5048985,52.5734775,8.096823394,7.287141054,109.3071158,16.83435174,24.93117513,794.89796,794897.96,11923469.4,1.84E+06,
G140_Por2_CH_N2.T1,G,140,2,N2,T1,CH,POR,0,15,0.805702565,0.778938013,0.530479467,7.957192,1.034360311,7.22333325,108.3499988,14.08448337,12.67603503,190.1405255,24.71648454,38.80096791,1096.53061,1096530.61,16447959.15,2.14E+06,
G141_Por3_CH_N0.T2,G,141,3,N0,T2,CH,POR,0,15,1.744870435,0.946208389,0.847913524,12.71870286,1.844065699,2.37742725,35.66140875,5.170494302,4.653444871,69.80167307,10.12044015,15.29093445,416.12245,416122.45,6241836.75,9.05E+05,
G142_Por3_CH_N2.T2,G,142,3,N2,T2,CH,POR,0,15,0.821499376,1.299706102,0.543033121,8.145496813,0.632065491,5.5258995,82.8884925,6.431891991,5.788702792,86.83054188,6.737782894,13.16967488,517.2,517200,7758000,6.02E+05,
G143_Por3_CH_N1.T2,G,143,3,N1,T2,CH,POR,0,15,1.682518434,1.141646209,0.819005917,12.28508876,1.473765183,8.463516,126.95274,15.22972538,13.70675285,205.6012927,24.66469984,39.89442522,707.6,707600,10614000,1.27E+06,
G144_Por3_CH_N2.T3,G,144,3,N2,T3,CH,POR,0,15,1.823393145,1.290485082,0.822708864,12.34063297,1.412951742,12.18117525,182.7176288,20.92041733,18.8283756,282.425634,32.33657403,53.25699136,629.8,629800,9447000,1.08E+06,
G145_Por3_CH_N1.T3,G,145,3,N1,T3,CH,POR,0,15,1.866463331,1.674880967,0.666307692,9.994615385,1.11438566,8.2243425,123.3651375,13.75504057,12.37953652,185.6930478,20.70451554,34.45955611,667,667000,10005000,1.12E+06,
G146_Por3_CH_N1.T1,G,146,3,N1,T1,CH,POR,1,15,1.230652906,1.700951414,0.530193173,7.9528976,0.723508559,10.520064,157.80096,14.35581733,12.92023559,193.8035339,17.63112297,31.98694029,1980.40816,1980408.16,29706122.4,2.70E+06,
G147_Por3_CH_N4.T3,G,147,3,N4,T3,CH,POR,0,15,1.833084675,1.351846418,0.834451413,12.5167712,1.355985895,13.444971,201.674565,21.84811572,19.66330414,294.9495622,31.95292458,53.80104029,1316.12245,1316122.45,19741836.75,2.14E+06,
G148_Por3_CH_N3.T1,G,148,3,N3,T1,CH,POR,0,15,2.369974885,1.909741226,0.729668053,10.9450208,1.240992681,,,,,,,,1583.67347,1583673.47,23755102.05,2.69E+06,
G149_Por3_CH_N2.T1,G,149,3,N2,T1,CH,POR,0,15,2.695113894,1.214722805,1.003138184,15.04707276,2.218706921,10.2405975,153.6089625,22.6498053,20.38482477,305.7723715,45.08646219,67.73626748,1525.10204,1525102.04,22876530.6,3.37E+06,
G150_Por3_TP_N0.T3,G,150,3,N0,T3,TP,POR,0,15,1.63179768,1.146871045,0.649586667,9.7438,1.422825771,3.8500005,57.7500075,8.432870026,7.589583024,113.8437454,16.62388542,25.05675545,781.02041,781020.41,11715306.15,1.71E+06,
G151_Por3_CH_N0.T1,G,151,3,N0,T1,CH,POR,0,15,1.899252402,1.76798379,0.615866453,9.2379968,1.074247633,5.319516,79.79274,9.27876075,8.350884675,125.2632701,14.56633666,23.84509741,761.42857,761428.57,11421428.55,1.33E+06,
G152_Por3_CH_N3.T2,G,152,3,N3,T2,CH,POR,0,15,1.157779344,1.007961458,0.688239538,10.32359308,1.148634539,8.6663205,129.9948075,14.46361985,13.01725787,195.258868,21.72509882,36.18871867,565.8,565800,8487000,9.44E+05,
G153_Por3_CH_N4.T2,G,153,3,N4,T2,CH,POR,0,15,0.588523578,0.418324924,1.031032306,15.46548459,1.406857552,10.47847725,157.1771588,14.29802419,12.86822177,193.0233266,17.55886297,31.85688717,841.2,841200,12618000,1.15E+06,
G154_Por3_CH_N4.T1,G,154,3,N4,T1,CH,POR,0,15,1.572851762,1.961925031,0.47042944,7.0564416,0.801688004,11.6070855,174.1062825,19.78035474,17.80231926,267.0347889,30.33803707,50.1183918,1096.8,1096800,16452000,1.87E+06,
G155_Por3_TP_N4.T2,G,155,3,N4,T2,TP,POR,0,15,1.393493614,1.26402738,0.610854945,9.162824176,1.1024236,10.23027975,153.4541963,18.46281498,16.61653348,249.2480022,29.9882301,48.45104508,1396.6,1396600,20949000,2.52E+06,
G156_Por3_CH_N0.T3,G,156,3,N0,T3,CH,POR,0,16,1.474662583,2.113730781,0.635435396,10.16696633,0.697658659,6.8040075,108.86412,7.470271224,6.723244101,107.5719056,7.381599292,14.85187052,651.22449,651224.49,10419591.84,7.15E+05,
G157_Por3_CH_T0,G,157,3,T0,T0,T0,POR,0,15,0,,0.613146667,9.1972,0.990046688,7.4281965,111.4229475,11.99429393,10.79486453,161.922968,17.43044602,29.42473994,1074.4898,1074489.8,16117347,1.73E+06,
G158_Por3_CH_T0,G,158,3,T0,T0,T0,POR,0,15,0,,0.767959787,11.5193968,1.310433118,8.009817,120.147255,13.66781132,12.30103019,184.5154529,20.99026229,34.65807361,756.6,756600,11349000,1.29E+06,
G159_Por3_CH_N3.T3,G,159,3,N3,T3,CH,POR,0,15,1.490155271,1.69603137,0.387685861,5.815287912,0.878613036,5.717835,85.767525,12.95833786,11.66250407,174.9375611,26.43075011,39.38908796,484.4,484400,7266000,1.10E+06,
G160_Por3_TP_N3.T2,G,160,3,N3,T2,TP,POR,0,15,1.753461434,1.397283311,0.809475531,12.14213297,1.254907591,10.273758,154.10637,15.92712368,14.33441131,215.0161697,22.22224251,38.14936619,1055.2,1055200,15828000,1.64E+06,
G161_Por4_CH_N2.T2,G,161,4,N2,T2,CH,POR,0,15,0.636897185,0.666034269,0.864946157,12.97419235,0.956252875,10.1740695,152.6110425,11.24807959,10.12327163,151.8490744,11.19191931,22.4399989,338.4,338400,5076000,3.74E+05,
G162_Por4_CH_N0.T3,G,162,4,N0,T3,CH,POR,0,16.5,0.838187364,0.860344654,0.726643341,11.98961512,0.974246031,4.728519,78.0205635,6.339755159,5.705779643,94.14536412,7.650015984,13.98977114,231.6,231600,3821400,3.11E+05,
G163_Por4_CH_N4.T1,G,163,4,N4,T1,CH,POR,0,15,1.180559029,1.198025329,0.599189867,8.987848,0.985420759,12.17450625,182.6175938,20.02205287,18.01984758,270.2977138,29.63523396,49.65728683,795.71429,795714.29,11935714.35,1.31E+06,
G164_Por4_CH_T0,G,164,4,T0,T0,T0,POR,0,15,0,,0.704317288,10.56475931,1.166408699,6.3155325,94.7329875,10.4590533,9.413147968,141.1972195,15.58896519,26.04801849,793.87755,793877.55,11908163.25,1.31E+06,
G165_Por4_TP_N0.T1,G,165,4,N0,T1,TP,POR,0,15,2.246347882,2.247516833,0.597192674,8.95789011,0.999479893,2.9281815,43.9227225,4.900693961,4.410624565,66.15936847,7.381755936,12.2824499,654.89796,654897.96,9823469.4,1.10E+06,
G166_Por4_CH_N2.T3,G,166,4,N2,T3,CH,POR,0,24,1.218401568,0.956147732,0.688074,16.513776,1.274281711,7.62843075,183.082338,14.12750633,12.7147557,305.1541367,23.54714849,37.67465482,400.4,400400,9609600,7.42E+05,
G167_Por4_CH_N3.T3,G,167,4,N3,T3,CH,POR,0,19.9,0.884933109,0.725081192,0.799551648,15.9110778,1.220460714,10.746345,213.8522655,16.40355807,14.76320226,293.787725,22.53501499,38.93857306,321.22449,321224.49,6392367.351,4.90E+05,
G168_Por4_CH_N1.T1,G,168,4,N1,T1,CH,POR,0,15,1.221722081,1.108561486,0.527831253,7.9174688,1.102078772,6.72931725,100.9397588,14.05039516,12.64535565,189.6803347,26.40271476,40.45310992,667.8,667800,10017000,1.39E+06,
G169_Por4_CH_N0.T1,G,169,4,N0,T1,CH,POR,0,15,1.332883737,1.771532403,0.60441472,9.0662208,0.752390267,6.098106,91.47159,7.591071903,6.831964713,102.4794707,8.504597227,16.09566913,773.6,773600,11604000,9.63E+05,
G170_Por4_TP_N3.T3,G,170,4,N3,T3,TP,POR,0,15,2.067950801,1.336754028,0.629519857,9.442797857,1.546994255,6.794763,101.921445,16.69758182,15.02782364,225.4173546,36.92966404,53.62724586,801.83673,801836.73,12027550.95,1.97E+06,
G171_Por4_TP_N4.T1,G,171,4,N4,T1,TP,POR,0,15,1.31432026,0.823235059,0.904955897,13.57433846,1.596530962,10.89915975,163.4873963,19.22839118,17.30555206,259.5832809,30.53060348,49.75899466,878.16327,878163.27,13172449.05,1.55E+06,
G172_Por4_CH_T0,G,172,4,T0,T0,T0,POR,0,15,0,,0.4828832,7.243248,0.861809354,6.40601625,96.09024375,11.43291944,10.28962749,154.3444124,18.36406241,29.79698185,790.6,790600,11859000,1.41E+06,
G173_Por4_CH_N2.T1,G,173,4,N2,T1,CH,POR,0,15,1.152182566,0.778435833,0.59281984,8.8922976,1.480125293,7.46391375,111.9587063,18.63555633,16.7720007,251.5800105,41.87555943,60.51111576,820.6,820600,12309000,2.05E+06,
G174_Por4_CH_N4.T3,G,174,4,N4,T3,CH,POR,0,15,0.783174981,0.699236675,0.448599573,6.7289936,1.120042768,5.21836575,78.27548625,13.02897543,11.72607789,175.8911684,29.2771316,42.30610703,694.6,694600,10419000,1.73E+06,
G175_Por4_CH_N1.T3,G,175,4,N1,T3,CH,POR,0,15,0.808823529,0.595958165,0.688292945,10.32439418,1.357181722,5.3734665,80.6019975,10.59544569,9.535901119,143.0385168,18.80296869,29.39841438,340,340000,5100000,6.70E+05,
G176_Por4_CH_N4.T2,G,176,4,N4,T2,CH,POR,0,16.5,1.088244683,0.53274438,1.029365758,16.98453501,2.042714525,8.4956205,140.1777383,16.85904865,15.17314378,250.3568724,30.11019255,46.9692412,411.83673,411836.73,6795306.045,8.17E+05,
G177_Por4_CH_N0.T2,G,177,4,N0,T2,CH,POR,0,15,1.029703117,0.487568931,1.497033049,22.45549573,2.111912904,,,,,,,,280.4,280400,4206000,3.96E+05,
G178_Por4_CH_N3.T1,G,178,4,N3,T1,CH,POR,0,15,0.946711829,1.134431684,0.425397749,6.38096624,0.834525201,5.34513675,80.17705125,10.48583667,9.437253003,141.558795,18.51355694,28.99939361,806.4,806400,12096000,1.58E+06,
G179_Por4_CH_N1.T2,G,179,4,N1,T2,CH,POR,0,15,1.295761093,0.86572224,1.038228741,15.57343112,1.496739986,8.77484325,131.6226488,12.65006278,11.38505651,170.7758476,16.41302021,29.063083,685.4,685400,10281000,9.88E+05,
G180_Por4_CH_N3.T2,G,180,4,N3,T2,CH,POR,0,16,0.611128454,0.500888962,0.829847753,13.27756405,1.220087686,4.912479,78.599664,7.222596084,6.500336475,104.0053836,9.557151241,16.77974732,208,208000,3328000,3.06E+05,
G181_Por5_CH_N2.T3,G,181,5,N2,T3,CH,POR,0,15,1.01577592,0.791136306,0.377427575,5.661413626,1.283945526,4.80088425,72.01326375,16.33180578,14.69862521,220.4793781,50.00226617,66.33407196,445.8,445800,6687000,1.52E+06,
G182_Por5_TP_N0.T1,G,182,5,N0,T1,TP,POR,0,15,1.615563571,1.794259514,0.358054711,5.370820659,0.900406858,3.9677595,59.5163925,9.977798806,8.980018926,134.7002839,22.58222105,32.56001986,880.81633,880816.33,13212244.95,2.22E+06,
G183_Por5_TP_N3.T2,G,183,5,N3,T2,TP,POR,0,15,1.584061327,0.872688939,0.677406864,10.16110297,1.81515,7.7993655,116.9904825,20.8988409,18.80895681,282.1343521,50.39966339,71.29850428,1288.97959,1288979.59,19334693.85,3.45E+06,
G184_Por5_CH_T0,G,184,5,T0,T0,T0,POR,0,15,0,,0.322201067,4.833016,0.859775205,3.7614495,56.4217425,10.03721386,9.033492478,135.5023872,24.10536043,34.1425743,638.57143,638571.43,9578571.45,1.70E+06,
G185_Por5_CH_N2.T2,G,185,5,N2,T2,CH,POR,0,15,0.661953179,0.552196965,0.742843275,11.14264912,1.198762799,5.424504,81.36756,8.75378942,7.878410478,118.1761572,12.71377923,21.46756865,647.34694,647346.94,9710204.1,1.04E+06,
G186_Por5_CH_N4.T2,G,186,5,N4,T2,CH,POR,0,15,1.120373276,0.528041265,0.873928994,13.10893491,2.121753261,8.5719405,128.5791075,20.81123619,18.73011257,280.9516886,45.47357703,66.28481322,806.8,806800,12102000,1.96E+06,
G187_Por5_CH_N1.T2,G,187,5,N1,T2,CH,POR,2,15,0.277459936,0.27019571,0.446470615,6.697059231,1.026885051,4.50207375,67.53110625,10.3547962,9.31931658,139.7897487,21.43448315,31.78927935,489.59184,489591.84,7343877.6,1.13E+06,
G188_Por5_CH_N0.T3,G,188,5,N0,T3,CH,POR,0,15,2.089943643,3.214033538,0.376313934,5.644709011,0.650255705,3.6979095,55.4686425,6.389842444,5.750858199,86.26287299,9.937257202,16.32709965,462.8,462800,6942000,8.00E+05,
G189_Por5_CH_N4.T3,G,189,5,N4,T3,CH,POR,0,15,1.184125633,1.163342865,0.27481952,4.1222928,1.017864698,4.2641145,63.9617175,15.79324356,14.21391921,213.2087881,52.64490155,68.43814512,547.7551,547755.1,8216326.5,2.03E+06,
G190_Por5_CH_N0.T2,G,190,5,N0,T2,CH,POR,1,15,0.789281525,0.557396331,0.465353604,6.980304066,1.416014926,2.6333265,39.4998975,8.012895126,7.211605614,108.1740842,21.94404662,29.95694174,412.04082,412040.82,6180612.3,1.25E+06,
G191_Por5_CH_N3.T1,G,191,5,N3,T1,CH,POR,0,15,1.340321835,0.848174954,0.476513173,7.1476976,1.580242175,4.2944745,64.4171175,14.2415994,12.81743946,192.2615919,42.5059779,56.7475773,627.95918,627959.18,9419387.7,2.08E+06,
G192_Por5_CH_N2.T1,G,192,5,N2,T1,CH,POR,0,15,0.812048441,0.659875278,0.338233493,5.0735024,1.230608977,2.51738475,37.76077125,9.159105569,8.243195012,123.6479252,29.99155903,39.1506646,598.36735,598367.35,8975510.25,2.18E+06,
G193_Por5_CH_N1.T1,G,193,5,N1,T1,CH,POR,0,15,2.096330883,1.431174408,0.49104256,7.3656384,1.464762696,6.0609075,90.9136125,18.07947402,16.27152662,244.0728993,48.53739194,66.61686596,690.625,690625,10359375,2.06E+06,
